timestamp,temperature_C,pressure_bar,flow_rate_lps,vibration_mms
2025-04-21 08:00:00,74.74,4.41,94.23,2.051
2025-04-21 08:01:00,73.09,5.22,91.56,1.994
2025-04-21 08:02:00,71.79,4.68,91.03,1.86
2025-04-21 08:03:00,75.41,5.07,93.22,1.929
2025-04-21 08:04:00,73.49,5.62,96.45,1.974
2025-04-21 08:05:00,72.16,4.72,109.77,1.84
2025-04-21 08:06:00,73.71,4.24,97.37,1.926
2025-04-21 08:07:00,72.84,4.91,100.89,2.065
2025-04-21 08:08:00,78.37,5.33,102.0,2.143
2025-04-21 08:09:00,76.76,5.59,100.66,1.958
2025-04-21 08:10:00,74.98,4.63,99.61,2.076
2025-04-21 08:11:00,77.96,5.15,94.02,1.809
2025-04-21 08:12:00,75.15,4.86,107.25,2.066
2025-04-21 08:13:00,73.28,4.97,109.04,1.92
2025-04-21 08:14:00,78.05,5.79,91.59,2.031
2025-04-21 08:15:00,76.08,4.55,94.88,1.975
2025-04-21 08:16:00,72.93,5.08,98.6,2.132
2025-04-21 08:17:00,74.62,5.14,95.18,1.913
2025-04-21 08:18:00,73.25,5.33,102.53,2.063
2025-04-21 08:19:00,72.23,5.03,96.36,1.972
2025-04-21 08:20:00,76.85,5.09,110.83,1.984
2025-04-21 08:21:00,78.82,4.88,105.95,1.982
2025-04-21 08:22:00,72.2,5.08,101.06,1.915
2025-04-21 08:23:00,76.13,4.9,105.13,1.999
2025-04-21 08:24:00,73.7,5.19,105.53,1.994
2025-04-21 08:25:00,74.03,4.89,97.18,2.024
2025-04-21 08:26:00,73.82,5.11,95.92,2.008
2025-04-21 08:27:00,73.27,4.99,100.39,2.08
2025-04-21 08:28:00,75.1,5.34,104.31,2.092
2025-04-21 08:29:00,73.34,4.98,100.7,1.895
2025-04-21 08:30:00,75.54,4.47,92.12,2.087
2025-04-21 08:31:00,74.9,5.38,95.99,1.881
2025-04-21 08:32:00,74.52,4.73,99.63,2.059
2025-04-21 08:33:00,73.18,4.8,99.62,2.062
2025-04-21 08:34:00,73.85,4.82,109.86,1.809
2025-04-21 08:35:00,76.51,5.41,93.07,2.009
2025-04-21 08:36:00,76.0,4.36,102.53,1.953
2025-04-21 08:37:00,73.04,5.94,107.45,1.924
2025-04-21 08:38:00,75.2,5.32,111.36,2.135
2025-04-21 08:39:00,76.5,5.07,97.98,1.935
2025-04-21 08:40:00,71.66,4.98,102.46,1.919
2025-04-21 08:41:00,76.09,5.09,102.85,2.008
2025-04-21 08:42:00,73.67,5.16,100.98,2.069
2025-04-21 08:43:00,76.14,5.19,99.51,1.986
2025-04-21 08:44:00,73.47,5.17,102.18,2.117
2025-04-21 08:45:00,71.39,5.03,87.34,2.053
2025-04-21 08:46:00,71.74,4.94,103.41,1.782
2025-04-21 08:47:00,75.1,4.95,100.63,1.947
2025-04-21 08:48:00,75.52,4.94,98.89,1.944
2025-04-21 08:49:00,73.19,5.34,110.23,2.048
2025-04-21 08:50:00,76.28,5.18,96.63,1.738
2025-04-21 08:51:00,71.68,4.12,97.98,2.255
2025-04-21 08:52:00,74.87,5.2,109.96,2.053
2025-04-21 08:53:00,72.58,5.06,95.84,2.015
2025-04-21 08:54:00,73.7,4.99,97.25,2.118
2025-04-21 08:55:00,75.09,4.88,99.26,2.234
2025-04-21 08:56:00,73.28,5.34,104.2,2.087
2025-04-21 08:57:00,74.23,5.28,101.04,2.095
2025-04-21 08:58:00,77.01,4.77,93.54,2.013
2025-04-21 08:59:00,73.85,5.12,97.34,1.986
2025-04-21 09:00:00,76.67,4.71,96.96,1.952
2025-04-21 09:01:00,72.74,4.59,99.61,1.917
2025-04-21 09:02:00,76.06,4.81,102.13,1.931
2025-04-21 09:03:00,77.88,5.26,102.09,1.865
2025-04-21 09:04:00,70.06,5.29,91.12,1.992
2025-04-21 09:05:00,73.41,5.15,105.32,1.832
2025-04-21 09:06:00,76.15,5.22,101.26,2.019
2025-04-21 09:07:00,74.59,5.15,106.92,1.996
2025-04-21 09:08:00,75.74,4.81,102.22,2.015
2025-04-21 09:09:00,73.79,5.13,105.51,1.948
2025-04-21 09:10:00,75.17,5.24,102.33,2.308
2025-04-21 09:11:00,74.69,5.23,106.73,2.136
2025-04-21 09:12:00,77.34,5.36,102.61,1.876
2025-04-21 09:13:00,75.51,5.21,99.51,2.023
2025-04-21 09:14:00,75.68,5.11,111.36,1.939
2025-04-21 09:15:00,74.18,5.32,104.45,1.899
2025-04-21 09:16:00,74.02,4.99,102.87,1.866
2025-04-21 09:17:00,74.13,4.74,93.62,2.043
2025-04-21 09:18:00,75.79,4.95,93.56,1.932
2025-04-21 09:19:00,74.16,4.78,101.46,2.097
2025-04-21 09:20:00,75.58,4.8,100.73,2.099
2025-04-21 09:21:00,79.15,4.96,96.93,2.137
2025-04-21 09:22:00,76.74,4.76,100.7,1.915
2025-04-21 09:23:00,74.35,4.91,107.94,2.048
2025-04-21 09:24:00,77.4,4.43,103.48,2.063
2025-04-21 09:25:00,74.18,5.06,94.29,1.953
2025-04-21 09:26:00,70.92,5.0,99.44,1.923
2025-04-21 09:27:00,72.98,4.75,95.98,2.161
2025-04-21 09:28:00,71.26,5.2,98.06,2.023
2025-04-21 09:29:00,74.3,5.28,97.93,2.064
2025-04-21 09:30:00,75.04,4.52,97.61,1.918
2025-04-21 09:31:00,78.35,4.77,93.72,1.878
2025-04-21 09:32:00,75.65,4.77,99.36,1.943
2025-04-21 09:33:00,74.56,4.72,97.2,1.988
2025-04-21 09:34:00,76.66,5.25,85.35,1.894
2025-04-21 09:35:00,70.58,4.94,110.26,1.999
2025-04-21 09:36:00,75.47,4.92,105.44,1.831
2025-04-21 09:37:00,76.54,4.4,98.12,1.888
2025-04-21 09:38:00,72.04,5.19,100.09,2.067
2025-04-21 09:39:00,77.29,4.63,94.14,2.06
2025-04-21 09:40:00,75.68,5.02,108.48,1.961
2025-04-21 09:41:00,74.17,5.08,109.49,1.898
2025-04-21 09:42:00,76.27,5.41,100.78,1.897
2025-04-21 09:43:00,79.54,4.61,105.12,1.963
2025-04-21 09:44:00,75.36,4.09,100.88,2.064
2025-04-21 09:45:00,75.5,5.06,93.32,2.093
2025-04-21 09:46:00,74.08,5.54,97.94,1.95
2025-04-21 09:47:00,73.3,5.37,100.66,1.885
2025-04-21 09:48:00,76.66,5.06,97.73,2.027
2025-04-21 09:49:00,73.29,4.85,98.91,1.918
2025-04-21 09:50:00,75.14,5.24,99.54,1.948
2025-04-21 09:51:00,74.04,4.71,99.6,2.133
2025-04-21 09:52:00,75.96,5.14,100.26,2.083
2025-04-21 09:53:00,75.67,5.15,94.7,2.016
2025-04-21 09:54:00,77.08,5.32,96.41,1.873
2025-04-21 09:55:00,73.98,5.83,93.58,2.021
2025-04-21 09:56:00,74.46,5.12,104.89,2.106
2025-04-21 09:57:00,73.04,4.85,89.47,1.962
2025-04-21 09:58:00,74.11,4.99,105.77,2.135
2025-04-21 09:59:00,75.75,4.47,106.93,2.129
2025-04-21 10:00:00,76.51,4.79,98.49,2.166
2025-04-21 10:01:00,73.16,4.88,86.98,2.031
2025-04-21 10:02:00,76.74,4.84,98.19,2.059
2025-04-21 10:03:00,77.71,5.05,99.68,2.141
2025-04-21 10:04:00,75.83,4.75,94.95,2.045
2025-04-21 10:05:00,78.75,5.34,97.42,1.95
2025-04-21 10:06:00,73.45,5.0,107.65,1.955
2025-04-21 10:07:00,72.51,5.0,103.32,2.024
2025-04-21 10:08:00,71.44,4.9,95.38,1.871
2025-04-21 10:09:00,77.99,5.05,92.01,1.986
2025-04-21 10:10:00,76.31,5.25,98.36,2.11
2025-04-21 10:11:00,74.89,4.74,98.93,1.781
2025-04-21 10:12:00,75.56,4.8,102.48,2.153
2025-04-21 10:13:00,72.75,4.91,97.32,2.112
2025-04-21 10:14:00,79.89,4.6,102.56,1.954
2025-04-21 10:15:00,75.26,4.75,109.68,2.054
2025-04-21 10:16:00,75.22,4.86,104.08,2.0
2025-04-21 10:17:00,76.45,5.26,99.76,2.123
2025-04-21 10:18:00,75.96,5.08,99.08,2.098
2025-04-21 10:19:00,75.45,5.06,98.22,1.86
2025-04-21 10:20:00,73.42,5.26,105.9,2.059
2025-04-21 10:21:00,75.94,4.96,96.86,1.979
2025-04-21 10:22:00,78.76,5.12,100.23,2.008
2025-04-21 10:23:00,77.69,4.97,100.26,1.927
2025-04-21 10:24:00,78.19,5.08,97.49,2.175
2025-04-21 10:25:00,73.98,4.83,93.14,2.104
2025-04-21 10:26:00,73.02,4.27,101.61,1.926
2025-04-21 10:27:00,74.75,4.96,99.69,1.867
2025-04-21 10:28:00,75.11,5.43,102.5,1.961
2025-04-21 10:29:00,77.19,5.28,97.33,2.043
2025-04-21 10:30:00,71.62,5.29,106.1,2.024
2025-04-21 10:31:00,78.06,5.37,95.62,2.125
2025-04-21 10:32:00,74.68,5.03,108.56,2.079
2025-04-21 10:33:00,74.15,5.06,91.26,2.097
2025-04-21 10:34:00,72.98,4.81,102.17,2.033
2025-04-21 10:35:00,71.69,4.91,102.38,1.861
2025-04-21 10:36:00,76.65,5.18,96.02,1.98
2025-04-21 10:37:00,75.15,5.36,102.12,2.106
2025-04-21 10:38:00,72.42,4.96,106.4,1.995
2025-04-21 10:39:00,72.41,4.86,88.92,2.05
2025-04-21 10:40:00,74.33,5.0,102.51,1.968
2025-04-21 10:41:00,78.34,5.18,87.53,1.897
2025-04-21 10:42:00,74.48,4.57,95.17,1.988
2025-04-21 10:43:00,71.99,4.31,108.15,2.031
2025-04-21 10:44:00,74.51,4.83,97.09,1.934
2025-04-21 10:45:00,74.45,4.63,94.13,1.976
2025-04-21 10:46:00,69.61,4.85,99.01,1.906
2025-04-21 10:47:00,74.89,4.96,110.34,2.112
2025-04-21 10:48:00,74.54,4.86,90.84,1.971
2025-04-21 10:49:00,76.39,5.44,94.74,2.145
2025-04-21 10:50:00,78.7,5.1,107.49,2.153
2025-04-21 10:51:00,77.25,5.09,109.29,1.992
2025-04-21 10:52:00,74.46,5.19,99.48,1.899
2025-04-21 10:53:00,72.79,4.66,93.8,1.791
2025-04-21 10:54:00,80.15,5.31,110.48,1.853
2025-04-21 10:55:00,75.12,4.98,107.97,1.863
2025-04-21 10:56:00,75.03,5.2,103.39,2.138
2025-04-21 10:57:00,74.95,4.68,95.94,2.012
2025-04-21 10:58:00,75.4,4.53,99.75,2.039
2025-04-21 10:59:00,74.71,5.25,99.2,1.778
2025-04-21 11:00:00,73.85,5.11,101.65,1.88
2025-04-21 11:01:00,73.91,4.73,107.26,2.089
2025-04-21 11:02:00,74.93,4.74,104.4,2.029
2025-04-21 11:03:00,73.91,5.34,94.61,1.985
2025-04-21 11:04:00,73.57,4.64,106.88,2.056
2025-04-21 11:05:00,75.21,5.49,101.57,2.164
2025-04-21 11:06:00,74.49,4.73,103.44,1.978
2025-04-21 11:07:00,78.01,5.19,107.33,2.007
2025-04-21 11:08:00,69.7,4.9,94.44,2.019
2025-04-21 11:09:00,77.18,5.18,99.82,2.239
2025-04-21 11:10:00,77.49,4.84,97.34,1.79
2025-04-21 11:11:00,70.85,4.95,92.16,2.068
2025-04-21 11:12:00,74.31,5.01,101.73,1.989
2025-04-21 11:13:00,74.26,4.7,112.56,2.057
2025-04-21 11:14:00,72.18,5.22,90.8,1.934
2025-04-21 11:15:00,73.44,4.85,99.84,1.995
2025-04-21 11:16:00,72.78,4.93,103.2,2.071
2025-04-21 11:17:00,78.5,4.7,100.62,2.311
2025-04-21 11:18:00,76.87,4.23,99.43,2.081
2025-04-21 11:19:00,77.54,4.94,93.5,1.915
2025-04-21 11:20:00,76.44,5.72,101.16,1.958
2025-04-21 11:21:00,72.74,5.24,96.22,1.955
2025-04-21 11:22:00,73.95,4.99,89.05,1.82
2025-04-21 11:23:00,75.98,4.92,105.97,1.967
2025-04-21 11:24:00,72.56,5.01,104.79,2.073
2025-04-21 11:25:00,76.43,5.16,100.26,1.873
2025-04-21 11:26:00,74.52,4.65,101.15,2.105
2025-04-21 11:27:00,74.25,5.33,105.37,2.049
2025-04-21 11:28:00,76.42,5.21,101.12,1.927
2025-04-21 11:29:00,75.89,5.22,104.52,1.986
2025-04-21 11:30:00,74.28,5.13,98.51,2.16
2025-04-21 11:31:00,77.32,5.01,106.56,2.073
2025-04-21 11:32:00,72.84,5.2,101.6,2.001
2025-04-21 11:33:00,76.23,5.18,100.97,1.976
2025-04-21 11:34:00,76.19,4.89,93.65,2.008
2025-04-21 11:35:00,74.38,4.83,101.43,1.949
2025-04-21 11:36:00,75.65,5.03,95.84,1.79
2025-04-21 11:37:00,72.5,5.46,96.81,2.204
2025-04-21 11:38:00,76.85,4.63,95.92,2.016
2025-04-21 11:39:00,74.63,4.56,94.67,2.04
2025-04-21 11:40:00,73.95,5.05,110.62,1.994
2025-04-21 11:41:00,77.1,5.02,106.66,1.926
2025-04-21 11:42:00,73.59,5.05,109.6,1.981
2025-04-21 11:43:00,72.18,5.07,93.89,1.84
2025-04-21 11:44:00,71.89,4.93,100.36,2.228
2025-04-21 11:45:00,76.21,5.45,93.53,1.877
2025-04-21 11:46:00,72.44,4.52,96.52,1.897
2025-04-21 11:47:00,78.51,4.75,95.41,1.956
2025-04-21 11:48:00,70.84,4.97,106.2,2.129
2025-04-21 11:49:00,78.39,4.51,98.02,2.001
2025-04-21 11:50:00,75.42,4.95,105.34,1.876
2025-04-21 11:51:00,74.81,5.5,103.02,2.125
2025-04-21 11:52:00,73.91,5.01,111.52,2.073
2025-04-21 11:53:00,75.8,5.07,92.6,2.054
2025-04-21 11:54:00,74.92,4.62,106.3,2.072
2025-04-21 11:55:00,77.21,4.82,105.73,2.239
2025-04-21 11:56:00,75.23,4.89,95.13,2.219
2025-04-21 11:57:00,75.3,4.9,105.04,1.931
2025-04-21 11:58:00,74.27,5.38,101.68,2.162
2025-04-21 11:59:00,74.89,5.17,98.86,2.038
2025-04-21 12:00:00,75.62,4.67,95.88,2.05
2025-04-21 12:01:00,71.58,5.07,96.4,1.831
2025-04-21 12:02:00,72.3,5.15,110.25,1.983
2025-04-21 12:03:00,76.49,5.34,100.0,1.919
2025-04-21 12:04:00,75.34,5.47,103.91,2.083
2025-04-21 12:05:00,74.63,4.7,96.05,2.107
2025-04-21 12:06:00,75.04,4.76,96.1,1.793
2025-04-21 12:07:00,75.7,4.62,105.41,1.998
2025-04-21 12:08:00,73.92,4.93,93.25,2.112
2025-04-21 12:09:00,73.44,5.14,97.92,1.981
2025-04-21 12:10:00,75.39,5.3,100.17,2.073
2025-04-21 12:11:00,73.04,4.98,100.56,2.035
2025-04-21 12:12:00,75.82,4.9,99.1,2.034
2025-04-21 12:13:00,71.59,5.05,101.98,1.973
2025-04-21 12:14:00,77.06,4.75,103.46,1.878
2025-04-21 12:15:00,75.95,5.63,103.67,1.888
2025-04-21 12:16:00,75.51,4.52,95.07,2.071
2025-04-21 12:17:00,76.97,5.06,98.58,2.002
2025-04-21 12:18:00,78.33,5.61,105.97,1.986
2025-04-21 12:19:00,77.03,5.0,104.47,1.958
2025-04-21 12:20:00,71.32,4.94,93.14,1.969
2025-04-21 12:21:00,72.44,4.89,101.76,2.105
2025-04-21 12:22:00,73.75,4.95,90.11,1.966
2025-04-21 12:23:00,75.05,5.41,100.23,1.866
2025-04-21 12:24:00,76.04,4.34,109.49,2.074
2025-04-21 12:25:00,73.55,5.46,95.26,1.98
2025-04-21 12:26:00,75.37,4.57,95.83,2.003
2025-04-21 12:27:00,73.49,4.92,103.82,2.161
2025-04-21 12:28:00,73.78,4.87,92.29,1.998
2025-04-21 12:29:00,72.19,5.18,96.84,2.029
2025-04-21 12:30:00,73.15,4.52,102.98,1.882
2025-04-21 12:31:00,72.3,5.14,96.83,1.978
2025-04-21 12:32:00,73.05,5.61,98.82,2.061
2025-04-21 12:33:00,77.11,4.59,103.72,1.844
2025-04-21 12:34:00,73.1,5.06,102.11,2.02
2025-04-21 12:35:00,80.26,4.8,101.33,2.01
2025-04-21 12:36:00,75.99,5.13,98.3,2.004
2025-04-21 12:37:00,75.37,5.01,101.85,2.104
2025-04-21 12:38:00,73.28,4.81,99.38,2.033
2025-04-21 12:39:00,76.4,5.15,102.29,2.148
2025-04-21 12:40:00,73.85,5.54,97.52,1.901
2025-04-21 12:41:00,75.24,4.94,99.09,2.014
2025-04-21 12:42:00,80.12,5.22,95.05,2.008
2025-04-21 12:43:00,74.81,4.61,99.82,1.893
2025-04-21 12:44:00,77.3,4.71,95.94,2.096
2025-04-21 12:45:00,73.59,5.14,94.43,2.232
2025-04-21 12:46:00,74.93,5.45,101.29,1.998
2025-04-21 12:47:00,78.54,5.11,101.06,2.051
2025-04-21 12:48:00,73.75,4.91,103.91,2.008
2025-04-21 12:49:00,78.62,5.0,97.84,1.929
2025-04-21 12:50:00,76.42,4.62,102.04,1.818
2025-04-21 12:51:00,73.88,5.18,102.75,1.929
2025-04-21 12:52:00,76.26,5.26,102.22,1.861
2025-04-21 12:53:00,76.95,4.86,95.87,2.17
2025-04-21 12:54:00,76.24,4.86,100.75,1.988
2025-04-21 12:55:00,71.86,5.08,101.82,1.965
2025-04-21 12:56:00,73.55,4.87,100.04,2.089
2025-04-21 12:57:00,74.5,4.98,89.57,1.888
2025-04-21 12:58:00,74.85,5.63,100.8,1.923
2025-04-21 12:59:00,76.24,4.93,111.06,2.007
2025-04-21 13:00:00,75.36,4.89,98.2,2.103
2025-04-21 13:01:00,72.33,4.81,96.36,2.05
2025-04-21 13:02:00,75.76,5.22,101.87,2.025
2025-04-21 13:03:00,76.22,4.95,101.56,2.008
2025-04-21 13:04:00,76.12,4.81,105.96,2.04
2025-04-21 13:05:00,77.16,5.4,93.71,2.02
2025-04-21 13:06:00,76.67,5.43,103.66,1.897
2025-04-21 13:07:00,75.92,4.82,102.95,2.005
2025-04-21 13:08:00,74.86,4.44,99.29,1.893
2025-04-21 13:09:00,71.68,5.3,101.69,2.008
2025-04-21 13:10:00,75.86,4.79,105.15,1.952
2025-04-21 13:11:00,75.42,5.24,104.36,2.254
2025-04-21 13:12:00,75.54,4.41,94.28,1.996
2025-04-21 13:13:00,72.45,5.27,104.1,1.86
2025-04-21 13:14:00,72.84,4.64,99.68,1.987
2025-04-21 13:15:00,77.11,5.22,100.36,2.052
2025-04-21 13:16:00,74.92,5.0,100.37,2.167
2025-04-21 13:17:00,76.36,4.71,99.25,1.941
2025-04-21 13:18:00,75.06,4.88,105.96,1.842
2025-04-21 13:19:00,75.06,5.21,99.58,2.082
2025-04-21 13:20:00,76.88,5.03,94.4,1.862
2025-04-21 13:21:00,73.97,5.18,98.03,1.956
2025-04-21 13:22:00,75.19,5.59,100.89,1.974
2025-04-21 13:23:00,74.08,4.53,106.15,1.993
2025-04-21 13:24:00,74.13,5.49,103.02,2.069
2025-04-21 13:25:00,74.38,5.03,95.75,1.932
2025-04-21 13:26:00,75.44,4.73,112.43,1.973
2025-04-21 13:27:00,74.04,4.6,101.32,1.999
2025-04-21 13:28:00,77.51,4.94,106.38,2.015
2025-04-21 13:29:00,73.21,5.28,99.24,2.01
2025-04-21 13:30:00,74.63,4.96,102.67,2.044
2025-04-21 13:31:00,74.12,5.45,104.2,2.084
2025-04-21 13:32:00,77.89,4.56,106.09,2.039
2025-04-21 13:33:00,75.39,5.0,105.29,2.045
2025-04-21 13:34:00,77.06,4.62,104.36,1.842
2025-04-21 13:35:00,72.03,5.11,98.42,2.005
2025-04-21 13:36:00,75.53,5.27,97.14,2.048
2025-04-21 13:37:00,76.78,4.87,101.66,2.073
2025-04-21 13:38:00,75.16,4.22,104.67,1.931
2025-04-21 13:39:00,77.13,5.06,98.89,1.934
2025-04-21 13:40:00,73.97,5.13,105.33,1.943
2025-04-21 13:41:00,77.82,5.12,107.26,2.054
2025-04-21 13:42:00,79.6,5.37,95.42,2.103
2025-04-21 13:43:00,74.27,4.68,95.82,1.959
2025-04-21 13:44:00,74.11,5.2,99.3,2.091
2025-04-21 13:45:00,77.91,5.36,101.54,2.012
2025-04-21 13:46:00,78.16,4.47,97.38,1.988
2025-04-21 13:47:00,73.95,5.1,106.76,1.979
2025-04-21 13:48:00,74.16,4.85,102.12,2.075
2025-04-21 13:49:00,74.44,4.98,100.2,2.033
2025-04-21 13:50:00,72.31,5.1,92.82,2.228
2025-04-21 13:51:00,73.16,4.85,93.42,1.915
2025-04-21 13:52:00,72.99,4.8,101.41,2.052
2025-04-21 13:53:00,73.46,5.01,89.34,1.947
2025-04-21 13:54:00,74.93,4.67,105.06,1.913
2025-04-21 13:55:00,75.47,4.67,99.21,1.999
2025-04-21 13:56:00,78.1,5.2,116.22,2.014
2025-04-21 13:57:00,73.0,4.66,111.54,2.292
2025-04-21 13:58:00,76.97,5.2,99.09,1.982
2025-04-21 13:59:00,74.57,5.14,99.47,1.887
2025-04-21 14:00:00,74.9,4.48,104.98,2.027
2025-04-21 14:01:00,76.35,4.8,108.52,1.793
2025-04-21 14:02:00,72.75,5.36,91.81,1.991
2025-04-21 14:03:00,75.76,4.71,91.07,2.002
2025-04-21 14:04:00,75.33,4.86,96.89,2.079
2025-04-21 14:05:00,75.98,5.14,102.91,2.097
2025-04-21 14:06:00,75.58,5.24,102.48,1.95
2025-04-21 14:07:00,79.91,4.92,105.35,1.985
2025-04-21 14:08:00,73.72,4.82,94.0,1.923
2025-04-21 14:09:00,73.94,5.43,88.42,1.887
2025-04-21 14:10:00,73.75,5.52,104.29,2.031
2025-04-21 14:11:00,73.89,5.29,95.86,1.873
2025-04-21 14:12:00,73.73,5.03,89.91,1.959
2025-04-21 14:13:00,77.38,4.76,100.73,1.9
2025-04-21 14:14:00,77.84,4.75,103.97,2.055
2025-04-21 14:15:00,73.86,5.16,99.39,2.18
2025-04-21 14:16:00,73.34,5.13,97.71,1.87
2025-04-21 14:17:00,75.94,5.42,99.2,1.815
2025-04-21 14:18:00,73.9,5.2,98.15,1.988
2025-04-21 14:19:00,76.27,4.55,93.26,2.002
2025-04-21 14:20:00,75.41,5.32,96.43,2.022
2025-04-21 14:21:00,71.97,4.7,102.61,1.955
2025-04-21 14:22:00,78.1,4.88,101.61,1.98
2025-04-21 14:23:00,78.59,5.08,100.84,2.037
2025-04-21 14:24:00,73.77,5.6,95.02,2.104
2025-04-21 14:25:00,74.22,5.93,99.09,1.804
2025-04-21 14:26:00,75.57,5.18,89.11,1.963
2025-04-21 14:27:00,75.67,4.95,100.89,2.021
2025-04-21 14:28:00,76.32,5.16,107.14,1.908
2025-04-21 14:29:00,79.02,5.27,92.63,2.173
2025-04-21 14:30:00,74.65,4.9,97.07,1.936
2025-04-21 14:31:00,73.4,5.54,101.65,1.996
2025-04-21 14:32:00,72.24,5.07,106.26,2.056
2025-04-21 14:33:00,73.54,5.15,97.76,1.941
2025-04-21 14:34:00,74.93,5.2,96.54,1.815
2025-04-21 14:35:00,78.59,5.13,90.16,1.957
2025-04-21 14:36:00,73.96,5.25,100.52,2.103
2025-04-21 14:37:00,75.45,4.81,110.21,1.966
2025-04-21 14:38:00,74.97,4.83,101.39,1.915
2025-04-21 14:39:00,77.38,4.67,99.89,2.093
2025-04-21 14:40:00,80.05,5.13,101.61,1.967
2025-04-21 14:41:00,73.94,5.23,99.94,1.949
2025-04-21 14:42:00,74.02,5.14,95.93,2.015
2025-04-21 14:43:00,77.09,5.5,104.12,2.077
2025-04-21 14:44:00,76.36,5.0,101.13,2.238
2025-04-21 14:45:00,78.69,5.2,100.09,2.083
2025-04-21 14:46:00,76.17,4.67,95.12,2.116
2025-04-21 14:47:00,74.28,4.88,106.52,1.949
2025-04-21 14:48:00,76.18,5.21,103.32,1.897
2025-04-21 14:49:00,77.22,5.25,97.24,2.006
2025-04-21 14:50:00,76.64,4.91,105.01,2.011
2025-04-21 14:51:00,76.01,4.98,97.51,1.892
2025-04-21 14:52:00,77.13,4.54,96.09,1.982
2025-04-21 14:53:00,77.34,4.89,96.2,2.04
2025-04-21 14:54:00,77.76,5.27,91.14,2.036
2025-04-21 14:55:00,76.3,5.17,102.36,2.05
2025-04-21 14:56:00,74.67,5.15,90.84,2.029
2025-04-21 14:57:00,75.29,5.01,93.86,1.949
2025-04-21 14:58:00,77.41,5.0,89.62,1.949
2025-04-21 14:59:00,73.37,4.8,99.57,1.88
2025-04-21 15:00:00,75.74,5.21,99.25,2.178
2025-04-21 15:01:00,74.21,5.13,98.37,2.001
2025-04-21 15:02:00,75.06,5.15,94.79,1.978
2025-04-21 15:03:00,77.56,4.84,94.14,1.907
2025-04-21 15:04:00,75.38,4.35,102.32,2.294
2025-04-21 15:05:00,75.09,5.33,97.25,1.893
2025-04-21 15:06:00,72.28,4.86,101.58,1.957
2025-04-21 15:07:00,76.49,4.74,95.57,2.042
2025-04-21 15:08:00,76.29,5.21,100.91,2.06
2025-04-21 15:09:00,79.33,4.88,106.52,2.096
2025-04-21 15:10:00,74.38,5.32,102.93,2.181
2025-04-21 15:11:00,75.44,5.19,97.94,2.051
2025-04-21 15:12:00,75.5,5.21,101.29,1.894
2025-04-21 15:13:00,78.15,4.59,98.8,1.974
2025-04-21 15:14:00,74.81,5.36,100.04,2.031
2025-04-21 15:15:00,75.56,5.08,98.37,2.207
2025-04-21 15:16:00,76.22,4.89,99.18,1.86
2025-04-21 15:17:00,75.37,5.04,101.06,2.12
2025-04-21 15:18:00,74.11,4.47,95.03,2.018
2025-04-21 15:19:00,75.39,5.12,94.92,2.084
2025-04-21 15:20:00,77.15,4.69,93.06,1.99
2025-04-21 15:21:00,72.95,4.59,92.0,1.916
2025-04-21 15:22:00,75.27,4.54,93.91,2.075
2025-04-21 15:23:00,73.6,5.33,100.8,2.065
2025-04-21 15:24:00,77.39,4.81,95.54,2.097
2025-04-21 15:25:00,71.95,5.46,102.57,1.999
2025-04-21 15:26:00,73.88,4.84,100.17,1.94
2025-04-21 15:27:00,75.75,4.49,90.16,1.844
2025-04-21 15:28:00,78.13,4.67,103.27,2.082
2025-04-21 15:29:00,74.87,5.37,104.05,2.042
2025-04-21 15:30:00,73.89,4.95,95.03,1.903
2025-04-21 15:31:00,78.76,4.84,102.1,1.946
2025-04-21 15:32:00,72.1,5.05,95.72,1.953
2025-04-21 15:33:00,70.6,5.15,100.49,1.852
2025-04-21 15:34:00,75.88,5.34,93.68,1.918
2025-04-21 15:35:00,74.0,5.43,91.03,1.887
2025-04-21 15:36:00,72.96,4.89,98.09,1.959
2025-04-21 15:37:00,76.42,4.6,99.38,1.926
2025-04-21 15:38:00,75.49,4.88,98.01,1.837
2025-04-21 15:39:00,73.87,5.08,94.08,2.202
2025-04-21 15:40:00,72.44,4.71,98.0,2.125
2025-04-21 15:41:00,76.74,4.71,101.35,1.922
2025-04-21 15:42:00,76.3,5.1,99.78,2.027
2025-04-21 15:43:00,74.8,4.99,100.91,2.042
2025-04-21 15:44:00,78.69,5.01,96.65,2.119
2025-04-21 15:45:00,72.86,4.77,105.86,1.918
2025-04-21 15:46:00,71.95,4.93,94.12,2.109
2025-04-21 15:47:00,73.62,4.72,102.44,1.945
2025-04-21 15:48:00,74.91,5.27,105.91,1.866
2025-04-21 15:49:00,75.49,5.31,102.4,2.072
2025-04-21 15:50:00,74.52,4.45,98.99,2.129
2025-04-21 15:51:00,75.7,4.72,97.36,2.259
2025-04-21 15:52:00,72.5,4.55,105.18,1.88
2025-04-21 15:53:00,77.89,4.8,92.89,2.07
2025-04-21 15:54:00,74.84,4.97,95.15,1.959
2025-04-21 15:55:00,77.23,4.57,98.01,2.078
2025-04-21 15:56:00,75.69,4.72,106.19,1.853
2025-04-21 15:57:00,75.91,4.7,101.9,1.874
2025-04-21 15:58:00,76.14,5.06,95.16,1.922
2025-04-21 15:59:00,75.9,5.02,98.45,2.008
2025-04-21 16:00:00,76.29,4.78,96.93,1.936
